topology_relationship_id	basis_component_id	basis_component_type	basis_component_role	basis_component_value	basis_component_reference	basis_component_namespace	source_assertion_id	source_identity_set_id	source_registration_unit_id	source_corpus_generation_id	resolution_status	ambiguity_status	conflict_status	lossiness_status	validation_status
topology_rel_413096b09b334a83cd999e0a	topology_basis_67b57fe8e5d042895aa3a362	source_identity_set_reference	grouping_member		sis_53ee947a7708dcb37004710a	vap_gene_symbol	ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353	sis_53ee947a7708dcb37004710a	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_680756e4a300179a462a1aca	source_identity_set_reference	grouping_member		sis_b6e958beb9755d21a3d8218b	vap_sample_id	ar_30ed312ad799bd4af7e7e44102312c640b4cf86f452da28afc2f7b596e9ec9aa	sis_b6e958beb9755d21a3d8218b	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_6a63eebeb4b945240d9c89ff	source_identity_set_reference	grouping_member		sis_02a16349e99b006cc141a581	vap_variant_id	ar_495f82e875b3e1e8dc2caa922bca0b272daa4c242d7a62aae15616509ca31d68	sis_02a16349e99b006cc141a581	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_6b1c1390c66772827c585554	source_identity_set_reference	grouping_member		sis_397ccae955a1ee9b79c0de53	vap_variant_id	ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353	sis_397ccae955a1ee9b79c0de53	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_6b6d2cdc1cecff9bc1565152	source_identity_set_reference	grouping_member		sis_53d88ac7ff7b059df717d4fd	vap_ensembl_gene_id	ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b	sis_53d88ac7ff7b059df717d4fd	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_6c48666246c24505f42a79a5	source_identity_set_reference	grouping_member		sis_7a2a6423a52b361277325ee7	vap_gene_symbol	ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	sis_7a2a6423a52b361277325ee7	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_6d7d82b5fc4aa31e0135f804	source_identity_set_reference	grouping_member		sis_393d242c65c3805232881a7a	vap_variant_id	ar_f2dadaa1fa45fae094cbedf90ad8df88cf5b494756e412dfb1c2e0a0591357f2	sis_393d242c65c3805232881a7a	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_6eae7a71bb7e30a454b68f63	source_identity_set_reference	grouping_member		sis_474e3c446e7f5548d6997a09	vap_sample_id	ar_2f4d4171bc1f184e8ab1ebfa1cdab056f204dddad8984c46b906d495690c2a83	sis_474e3c446e7f5548d6997a09	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_7001283f332bc0b36a883a36	source_identity_set_reference	grouping_member		sis_be15dddd3ba4f373ec499f52	vap_gene_symbol	ar_4b9cbd2119119255ce053ae1410b87bb7529c784af31c9aee23fb8017df81238	sis_be15dddd3ba4f373ec499f52	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_70ab2c6e02b21b6dde5530a6	source_identity_set_reference	grouping_member		sis_f4bb4f490e33b21091b1be0b	gsc_phenotype	ar_3f83961510d57e83aaa24ca815526ac409b6f99f99a9200010aca2d0ea0f6151	sis_f4bb4f490e33b21091b1be0b	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_70bb26f39587a2616ae789cb	source_identity_set_reference	grouping_member		sis_d809f0b273cb860bc70b519e	gsc_phenotype	ar_00c8309ee53ea82e7b3a6c8036dbc26d50d4c91d6c392ba279d98acced5c51d9	sis_d809f0b273cb860bc70b519e	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_7377445adf19c42743394b7b	source_identity_set_reference	grouping_member		sis_4130442758963a61825d9281	vap_variant_id	ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b	sis_4130442758963a61825d9281	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_73ebeb46ae559c3562aae39a	source_identity_set_reference	grouping_member		sis_41d010435acef69bfbad8f1c	vap_gene_symbol	ar_cbf12ec6a12eb2b299b95f205deb5d22bfcdf06072e6c6a2f97a722a64ffcedc	sis_41d010435acef69bfbad8f1c	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_7649178ac1bbb7bbe03668b9	source_identity_set_reference	grouping_member		sis_b608c4b777334032d8de1a73	vap_gene_symbol	ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19	sis_b608c4b777334032d8de1a73	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_78c73239ea9d2bbd89d8f758	source_identity_set_reference	grouping_member		sis_2ea686c56edc5979df63e704	vap_variant_id	ar_e06553097cd6e48f9e81d0f4d369960d0fb776c4a77b2207df990475628d10d3	sis_2ea686c56edc5979df63e704	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_7961f99a38badf60ecce16fc	source_identity_set_reference	grouping_member		sis_d947efadafe2f6dfac5757c1	vap_ensembl_gene_id	ar_f660a413440f9a43d96b4211b92d15c2a5bb682ce342be73b39982cc6342b573	sis_d947efadafe2f6dfac5757c1	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_7a3ed0b76bbd015391cf9276	source_identity_set_reference	grouping_member		sis_711ad78b3866e29e710b9c37	vap_gene_symbol	ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349	sis_711ad78b3866e29e710b9c37	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_7a5866fcb5bf51aa9ac006ca	source_identity_set_reference	grouping_member		sis_f0bc305fdb65c253b81ec4f2	vap_sample_id	ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723	sis_f0bc305fdb65c253b81ec4f2	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_7b1d206d3a71b3ea50316fa7	source_identity_set_reference	grouping_member		sis_c79055b9b9f1d5d6a51ac5c9	vap_ensembl_gene_id	ar_92396a374befe7c3f958ad911a6214334345e0b853a116a449e590045f04716f	sis_c79055b9b9f1d5d6a51ac5c9	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_7b9f19fd6a6139e66e447a54	source_identity_set_reference	grouping_member		sis_2ff7886495c5b9ad514e2452	vap_gene_symbol	ar_272c698ccec0014deca9b74e6cf1f31aaf2b651103e636ba8ce2f40a3ee37029	sis_2ff7886495c5b9ad514e2452	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_7bceabb085ea48aacebb379d	source_identity_set_reference	grouping_member		sis_54a7e761537e7b1ceeef8096	vap_ensembl_gene_id	ar_e06553097cd6e48f9e81d0f4d369960d0fb776c4a77b2207df990475628d10d3	sis_54a7e761537e7b1ceeef8096	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_7c0252ea91df6a8c7b9aa482	source_identity_set_reference	grouping_member		sis_a28f23ad014b80395ba439d6	gsc_ensembl_gene_id	ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	sis_a28f23ad014b80395ba439d6	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_7e8573cc9ba7a2366ec7a7ec	source_identity_set_reference	grouping_member		sis_f5fc67128a20564478eaad98	vap_gene_symbol	ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8	sis_f5fc67128a20564478eaad98	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_7eacd76e7e16c1326cd02113	source_identity_set_reference	grouping_member		sis_1c5a0ed74f953e3d862c9289	vap_sample_id	ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	sis_1c5a0ed74f953e3d862c9289	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_80fbe5ca03c46a28c175abde	source_identity_set_reference	grouping_member		sis_da107139bffb9a615b1f6410	vap_gene_symbol	ar_a35f7ca0d2c3bbc35ad21883eaf100979c4d9309ffe84de1a01c837895381e8f	sis_da107139bffb9a615b1f6410	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_833fbe96ae2ffd11312302da	source_identity_set_reference	grouping_member		sis_8f33d9da06d70b9d48f2d9f6	vap_variant_id	ar_4b9cbd2119119255ce053ae1410b87bb7529c784af31c9aee23fb8017df81238	sis_8f33d9da06d70b9d48f2d9f6	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_853c1b048bda66a312d7c69b	source_identity_set_reference	grouping_member		sis_27007fd6392972f4f326f99a	vap_sample_id	ar_4a4cc3cb97be1d05a8eff9bac8e9de86b2facf5e755923ad20eac2c503b04ccb	sis_27007fd6392972f4f326f99a	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_8870cddfe3f5c1839eb7eaf3	source_identity_set_reference	grouping_member		sis_81457b34b5bc20c7fe541071	vap_ensembl_gene_id	ar_ce5d95d28470ed056afcb8944130307bdb1465d1457f4d1cea0ab653a74c3e98	sis_81457b34b5bc20c7fe541071	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_88947ec6f0d100ce6405cf65	source_identity_set_reference	grouping_member		sis_f1838410182aa73d38439e7e	gsc_gene_symbol	ar_3f83961510d57e83aaa24ca815526ac409b6f99f99a9200010aca2d0ea0f6151	sis_f1838410182aa73d38439e7e	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_892b5a34db91936b8285420f	source_identity_set_reference	grouping_member		sis_0d082a6f63bf26b229872025	vap_gene_symbol	ar_92396a374befe7c3f958ad911a6214334345e0b853a116a449e590045f04716f	sis_0d082a6f63bf26b229872025	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_8c5e80b55e3f31a678ca2144	source_identity_set_reference	grouping_member		sis_65e7869f7fc474b5bc76a08f	vap_ensembl_gene_id	ar_f2dadaa1fa45fae094cbedf90ad8df88cf5b494756e412dfb1c2e0a0591357f2	sis_65e7869f7fc474b5bc76a08f	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_8d4cebee70d2d90ef319e117	source_identity_set_reference	grouping_member		sis_a46dff228dc54747e79545c3	vap_gene_symbol	ar_00fc74c5985776c0c8c3299612570496a09a5ba5244734786b1fcce12cb6efc3	sis_a46dff228dc54747e79545c3	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_8f42118f357c3495b7982351	source_identity_set_reference	grouping_member		sis_fc74b4bb3a859756b0c7ed38	gsc_ensembl_gene_id	ar_3f83961510d57e83aaa24ca815526ac409b6f99f99a9200010aca2d0ea0f6151	sis_fc74b4bb3a859756b0c7ed38	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_94e2f52eef53c8bf94d62a8d	source_identity_set_reference	grouping_member		sis_c3e6c6d00ac7dd8af9068cba	vap_ensembl_gene_id	ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	sis_c3e6c6d00ac7dd8af9068cba	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_9512b9f5f4da48e99563899a	source_identity_set_reference	grouping_member		sis_3b383febb16fbeed2e289617	vap_ensembl_gene_id	ar_4b9cbd2119119255ce053ae1410b87bb7529c784af31c9aee23fb8017df81238	sis_3b383febb16fbeed2e289617	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_99ce74089eeda10147cc490d	source_identity_set_reference	grouping_member		sis_f1bb66e50fb4ed78cd13fcc8	vap_sample_id	ar_a35f7ca0d2c3bbc35ad21883eaf100979c4d9309ffe84de1a01c837895381e8f	sis_f1bb66e50fb4ed78cd13fcc8	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_9a1ec1c206e665af91ca9a7e	source_identity_set_reference	grouping_member		sis_4e8a1a45c27177b27a3724a1	gsc_gene_symbol	ar_b1eae61a4cfaac1314915987e13aabb44ad26e5e6bbbb0c30b978fffd5c49a89	sis_4e8a1a45c27177b27a3724a1	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_9b34a7340171e71d5194ee6b	source_identity_set_reference	grouping_member		sis_b488b0e7a24b8aa20a4c09c4	gsc_provenance_id	ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	sis_b488b0e7a24b8aa20a4c09c4	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_9c09a9dba60fffbe9a37d8c2	source_identity_set_reference	grouping_member		sis_8db749f76e9e150bdb2e5cb6	vap_variant_id	ar_4a4cc3cb97be1d05a8eff9bac8e9de86b2facf5e755923ad20eac2c503b04ccb	sis_8db749f76e9e150bdb2e5cb6	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_9c11c6741f0e132d2458dd06	source_identity_set_reference	grouping_member		sis_e2d3c4d851d818edeae29454	gsc_source_gene_id	ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	sis_e2d3c4d851d818edeae29454	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_9c32e63dc95102072d2c8aa5	source_identity_set_reference	grouping_member		sis_2f9ad1b0c706e9beac6cc418	vap_sample_id	ar_4b9cbd2119119255ce053ae1410b87bb7529c784af31c9aee23fb8017df81238	sis_2f9ad1b0c706e9beac6cc418	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_9c96b48f619b72429f6b2655	source_identity_set_reference	grouping_member		sis_e6185ad854d2f2a7b92ce484	vap_ensembl_gene_id	ar_e1588489412735edc70d5e2d3c6f31f136571c49fc368a13f73af55631a23ea9	sis_e6185ad854d2f2a7b92ce484	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_9e578359d34260be26473cac	source_identity_set_reference	grouping_member		sis_6648d2d91ab8e422cb9a2d4d	vap_ensembl_gene_id	ar_cbd3e38ed96d2c46e9aa0c9ef5405c31fbb27c2af9075268be2c3ff78787fe19	sis_6648d2d91ab8e422cb9a2d4d	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_9e88b2b23e46573b8afa3aac	source_identity_set_reference	grouping_member		sis_014a81c6e1da6cd6d0ec9c74	vap_gene_symbol	ar_ce5d95d28470ed056afcb8944130307bdb1465d1457f4d1cea0ab653a74c3e98	sis_014a81c6e1da6cd6d0ec9c74	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_9e948321afb5b9edb429346c	source_identity_set_reference	grouping_member		sis_603826d4f1230f2a14822c12	vap_ensembl_gene_id	ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353	sis_603826d4f1230f2a14822c12	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_9eaa35697429d4b46909c448	source_identity_set_reference	grouping_member		sis_aa0855d50a04f7be05f9163e	vap_variant_id	ar_005caf8d47105c7aa4040d5c4b4702b9ca802578eb0184b254a03110e834b808	sis_aa0855d50a04f7be05f9163e	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_a0227606609178177d21c2dd	source_identity_set_reference	grouping_member		sis_8b2ba202411f7e3a6505aad6	vap_sample_id	ar_1e4ecc84be39c84c56b34460cb6e2e285dc9721d46e3190982516c7f2dc58972	sis_8b2ba202411f7e3a6505aad6	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_a186843b2de9ea0bbe2837cb	source_identity_set_reference	grouping_member		sis_3715095ee357afad89732300	vap_sample_id	ar_e1588489412735edc70d5e2d3c6f31f136571c49fc368a13f73af55631a23ea9	sis_3715095ee357afad89732300	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_a321f992d825d5e76a2e7a61	source_identity_set_reference	grouping_member		sis_4ee0915dd2e97c9b8e3df380	vap_gene_symbol	ar_e06553097cd6e48f9e81d0f4d369960d0fb776c4a77b2207df990475628d10d3	sis_4ee0915dd2e97c9b8e3df380	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_a33d22f9ccee14502d4ef91b	source_identity_set_reference	grouping_member		sis_860eeaa8d13253898615df94	gsc_ensembl_gene_id	ar_266e6354494ac1939729ddeb49e0676454acd6f9098fdd904ebb84deb006da13	sis_860eeaa8d13253898615df94	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_a43c34fe71234a37906654e1	source_identity_set_reference	grouping_member		sis_dbb724d10d73b616ffeb3f55	vap_gene_symbol	ar_4a4cc3cb97be1d05a8eff9bac8e9de86b2facf5e755923ad20eac2c503b04ccb	sis_dbb724d10d73b616ffeb3f55	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
