topology_relationship_id	basis_component_id	basis_component_type	basis_component_role	basis_component_value	basis_component_reference	basis_component_namespace	source_assertion_id	source_identity_set_id	source_registration_unit_id	source_corpus_generation_id	resolution_status	ambiguity_status	conflict_status	lossiness_status	validation_status
topology_rel_413096b09b334a83cd999e0a	topology_basis_1a320a2b93945214da020194	source_identity_set_reference	grouping_member		sis_5e73e96b82a9c55353088f9c	vap_ensembl_gene_id	ar_b7757290bd7b38e32710643d16ad2d3004e2d89a716200952186a0dd3e0fa198	sis_5e73e96b82a9c55353088f9c	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_1cf796e4c481d6e949a1e288	source_identity_set_reference	grouping_member		sis_aaf75edfe7d66a69f971ab82	vap_ensembl_gene_id	ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723	sis_aaf75edfe7d66a69f971ab82	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_1edbcf426f3393fd438806f9	source_identity_set_reference	grouping_member		sis_00058d7dda724ab41a793ce3	gsc_ensembl_gene_id	ar_2c4dff52c01cd28bafd38cf40d1283437093a2aabcd798ef98d5971be301562c	sis_00058d7dda724ab41a793ce3	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_20008aa510adb60267cf2972	source_identity_set_reference	grouping_member		sis_58734a74332e3aa7b70b656b	vap_ensembl_gene_id	ar_884ce3361bee7b2641855401190c77690b5aecad7d9ac797174593cb84d73a03	sis_58734a74332e3aa7b70b656b	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_204a1f33919c6be8138ebc0e	source_identity_set_reference	grouping_member		sis_f5660b6e5c892e6be75cee89	gsc_gene_symbol	ar_266e6354494ac1939729ddeb49e0676454acd6f9098fdd904ebb84deb006da13	sis_f5660b6e5c892e6be75cee89	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_2075e2f84e650f620c27af20	source_identity_set_reference	grouping_member		sis_76044808da340943a9c7a7f3	vap_ensembl_gene_id	ar_6a395fa20c2fc96f01a41ba134561b5a1c68133a9fcd31797a935661fc27e665	sis_76044808da340943a9c7a7f3	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_222453338f84f9163670e7e6	source_identity_set_reference	grouping_member		sis_259bb5ce60af87dbbcad3083	gsc_phenotype	ar_c2651bd4ac55176bf518bd911c740b8fcb46e1f6c11b23e894f16c2dcd7c526d	sis_259bb5ce60af87dbbcad3083	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_246342715327416d62fce6ea	source_identity_set_reference	grouping_member		sis_fd0ddd128426d1e221978606	vap_ensembl_gene_id	ar_30ed312ad799bd4af7e7e44102312c640b4cf86f452da28afc2f7b596e9ec9aa	sis_fd0ddd128426d1e221978606	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_25c92c34b5b3a58bf9ff11c1	source_identity_set_reference	grouping_member		sis_b76936f3866639937b5cffcd	vap_variant_id	ar_fe242a404011f9fc256699c453053410345b009bbbd9b59856df5f9a5265c7a7	sis_b76936f3866639937b5cffcd	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_263a3590c9be3e63ea6947a0	source_identity_set_reference	grouping_member		sis_5aeecc72d10b220c03904109	gsc_ensembl_gene_id	ar_4428bcf1b2766bcaaab80dc8230999e70300d5b16e3002c1b2415d932cbb3349	sis_5aeecc72d10b220c03904109	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_26ae0b55917c948ce8e5f970	source_identity_set_reference	grouping_member		sis_65c5d3e94260b47a4d2e7c70	gsc_source_id	ar_266e6354494ac1939729ddeb49e0676454acd6f9098fdd904ebb84deb006da13	sis_65c5d3e94260b47a4d2e7c70	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_270aa3360b97cfeb8cb316d5	source_identity_set_reference	grouping_member		sis_7b02a888f9ae7355a7ec2179	vap_variant_id	ar_c53698934cce02719df0f674c9dccfc22b9d5c7f308082713f8fbfab5bd31c7f	sis_7b02a888f9ae7355a7ec2179	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_28d48e0c1d283ad98b6a8962	source_identity_set_reference	grouping_member		sis_3bef8f680162be0a363f885d	gsc_phenotype	ar_2c4dff52c01cd28bafd38cf40d1283437093a2aabcd798ef98d5971be301562c	sis_3bef8f680162be0a363f885d	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_2bb3fcc27195b4f75d367f84	source_identity_set_reference	grouping_member		sis_2ae5b4e5f148c1ad4c962800	vap_sample_id	ar_495f82e875b3e1e8dc2caa922bca0b272daa4c242d7a62aae15616509ca31d68	sis_2ae5b4e5f148c1ad4c962800	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_2d0cc645e8946a43f4c4616f	source_identity_set_reference	grouping_member		sis_21a425dfc625c897bb71dcda	gsc_phenotype	ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	sis_21a425dfc625c897bb71dcda	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_2e54d59cbda6208aabf17864	source_identity_set_reference	grouping_member		sis_95f0a2f942f33209b1925d8f	gsc_gene_symbol	ar_01023d694b99a14728d9d5686f5d87ca6ee8c55125dcdda3c6565f9df0ef1ecf	sis_95f0a2f942f33209b1925d8f	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_2e6f1bd0f8070e0d150da3bd	source_identity_set_reference	grouping_member		sis_1898bee5eac62c0592ad49d1	gsc_provenance_id	ar_3f83961510d57e83aaa24ca815526ac409b6f99f99a9200010aca2d0ea0f6151	sis_1898bee5eac62c0592ad49d1	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_2f0814ca6929757ff4227040	source_identity_set_reference	grouping_member		sis_a3c34177d611a11c344e0c42	vap_ensembl_gene_id	ar_1d7539bae96135844166460fb7cc0f9cf9e7000497d7e4d464cdbceb5e79bd0a	sis_a3c34177d611a11c344e0c42	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_2f5698c344c13533412ddab7	source_identity_set_reference	grouping_member		sis_f7c11da09d76cb0d1877ca86	vap_sample_id	ar_1d7539bae96135844166460fb7cc0f9cf9e7000497d7e4d464cdbceb5e79bd0a	sis_f7c11da09d76cb0d1877ca86	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_303db016cc5ebdb9ca95ab8b	source_identity_set_reference	grouping_member		sis_6c857f75fa40170ef03f3172	vap_ensembl_gene_id	ar_ecfcdef501b807dfe3517e3ebd0304d7a3921907155572b27d7fb22028c5fe5a	sis_6c857f75fa40170ef03f3172	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_305253eec00638e429ea4e32	source_identity_set_reference	grouping_member		sis_7293b3134b3e588860e2ff60	vap_variant_id	ar_3664b859033acdddc0a78213516582dc0ff31251efedd753ebbe0cce05b8d232	sis_7293b3134b3e588860e2ff60	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_30a2cbae0b14d600354b28c8	source_identity_set_reference	grouping_member		sis_a8ec04b31286cb333dd4fc2f	vap_sample_id	ar_a1f3bea235122e2443b0095c6c88e1987ce9d856ff5663c6777e71be7e5f1349	sis_a8ec04b31286cb333dd4fc2f	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_32604c6109f9a80a813b5a60	source_identity_set_reference	grouping_member		sis_3b12a656ca1c667b79bfcf20	vap_sample_id	ar_c915daffa16f084c26236a1da0942e68a6f6a6b638f7f4722625ab3d472a8353	sis_3b12a656ca1c667b79bfcf20	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_34a23a62821910a87eef7d77	source_identity_set_reference	grouping_member		sis_c1ba3d87cd28cdbb9e52a442	vap_ensembl_gene_id	ar_c0d841f629c817575d6c1c864c1c0ee2519300fe278390660127b2f8a8966caf	sis_c1ba3d87cd28cdbb9e52a442	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_35a66c7c95cbcc37929f50c5	source_identity_set_reference	grouping_member		sis_3adcd1b0aa1ecc9a9682181a	gsc_ensembl_gene_id	ar_00c8309ee53ea82e7b3a6c8036dbc26d50d4c91d6c392ba279d98acced5c51d9	sis_3adcd1b0aa1ecc9a9682181a	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_372787d67330bad58865afe3	source_identity_set_reference	grouping_member		sis_404dbef93fe051d7845f0b36	gsc_gene_symbol	ar_76b9749c5d00ec7beb1ce39b01b00a8f5dd3195bb1d40178e62713beb752f388	sis_404dbef93fe051d7845f0b36	mark_phase3_canonical_gsc_mitochondrial_disease	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_372b91ee4dcc4201c9b2e61a	source_identity_set_reference	grouping_member		sis_37b98ac562448ba1da11348d	vap_sample_id	ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8	sis_37b98ac562448ba1da11348d	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_37cd903fff971a3c8a6d060e	source_identity_set_reference	grouping_member		sis_0ce8e4dbe2cdc69ff1f57e12	vap_variant_id	ar_272c698ccec0014deca9b74e6cf1f31aaf2b651103e636ba8ce2f40a3ee37029	sis_0ce8e4dbe2cdc69ff1f57e12	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_39bfa956154464ea0a0c0a07	source_identity_set_reference	grouping_member		sis_07ff6fd724ce62d7bd8c480b	vap_ensembl_gene_id	ar_272c698ccec0014deca9b74e6cf1f31aaf2b651103e636ba8ce2f40a3ee37029	sis_07ff6fd724ce62d7bd8c480b	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_39c0b833fcedf1fe1639431b	source_identity_set_reference	grouping_member		sis_76530913488d10cca31c3752	vap_gene_symbol	ar_30ed312ad799bd4af7e7e44102312c640b4cf86f452da28afc2f7b596e9ec9aa	sis_76530913488d10cca31c3752	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_3a92efa7d40ff03d580d0736	source_identity_set_reference	grouping_member		sis_41fc67d2fb066e0588b471e2	vap_variant_id	ar_6a395fa20c2fc96f01a41ba134561b5a1c68133a9fcd31797a935661fc27e665	sis_41fc67d2fb066e0588b471e2	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_3ae73e4456ec30f702a8142c	source_identity_set_reference	grouping_member		sis_9c13c071352b0185b8f9e76d	vap_variant_id	ar_30ed312ad799bd4af7e7e44102312c640b4cf86f452da28afc2f7b596e9ec9aa	sis_9c13c071352b0185b8f9e76d	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_3be91c36b99972854a262908	source_identity_set_reference	grouping_member		sis_0a135df1ebe7f8260f79c3a7	vap_gene_symbol	ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b	sis_0a135df1ebe7f8260f79c3a7	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_3fe0d48c71b5bad19ebd45ec	source_identity_set_reference	grouping_member		sis_7cedbc5eee250127972189c9	gsc_provenance_id	ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	sis_7cedbc5eee250127972189c9	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_418d6560bf398db35c3589f5	source_identity_set_reference	grouping_member		sis_be4faabfd62b9f4061fe50b7	vap_gene_symbol	ar_b7757290bd7b38e32710643d16ad2d3004e2d89a716200952186a0dd3e0fa198	sis_be4faabfd62b9f4061fe50b7	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_4206e3133315487721967071	source_identity_set_reference	grouping_member		sis_038ba5dc7eac7d9b1c79f884	vap_sample_id	ar_12b6cbf81b63f52c0bcf2954a95e3c4c95f054854abb77470414400892fd3b85	sis_038ba5dc7eac7d9b1c79f884	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_4451686f9d8f5e7d977016d6	source_identity_set_reference	grouping_member		sis_21d8e11fd46fc7022ead5a1d	vap_ensembl_gene_id	ar_495f82e875b3e1e8dc2caa922bca0b272daa4c242d7a62aae15616509ca31d68	sis_21d8e11fd46fc7022ead5a1d	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_457c8e2dffc66592260be44d	source_identity_set_reference	grouping_member		sis_c22c7cb51109959a4b4e283f	gsc_phenotype	ar_b7b06ffb4f86388b850fc87ad681f2028771e8e216f407a5d3a195830d39f5f3	sis_c22c7cb51109959a4b4e283f	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_45804b28449cb5eb908d3aad	source_identity_set_reference	grouping_member		sis_350dfcea43441ed53c0524d7	vap_gene_symbol	ar_005caf8d47105c7aa4040d5c4b4702b9ca802578eb0184b254a03110e834b808	sis_350dfcea43441ed53c0524d7	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_48ca5f2c0564e77c19500d1a	source_identity_set_reference	grouping_member		sis_2f9c6cf6731ee978c5d7c1d8	vap_sample_id	ar_3664b859033acdddc0a78213516582dc0ff31251efedd753ebbe0cce05b8d232	sis_2f9c6cf6731ee978c5d7c1d8	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_4a65413ebe10fe6d9fc91933	source_identity_set_reference	grouping_member		sis_9f3ba26b526bb247b881da58	vap_sample_id	ar_b7757290bd7b38e32710643d16ad2d3004e2d89a716200952186a0dd3e0fa198	sis_9f3ba26b526bb247b881da58	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_4c6487c60ea4da02b05164b1	source_identity_set_reference	grouping_member		sis_beed7b977f7086d663124f22	vap_gene_symbol	ar_884ce3361bee7b2641855401190c77690b5aecad7d9ac797174593cb84d73a03	sis_beed7b977f7086d663124f22	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_4d70c62821387a55f11d55b8	source_identity_set_reference	grouping_member		sis_69db0277881dc7489c2c527f	vap_ensembl_gene_id	ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b	sis_69db0277881dc7489c2c527f	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_521d9fbcf19b2f7621e9e92b	source_identity_set_reference	grouping_member		sis_75104323f062cc586484fc2e	vap_sample_id	ar_55cfadc6a1f7e794f68bc9c54f74d0891ae57cd3dc30726560af5c065ef420b1	sis_75104323f062cc586484fc2e	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_53fb66f9ef51ab442576f921	source_identity_set_reference	grouping_member		sis_97591fa14c65af8727c2e1a7	vap_variant_id	ar_c0d841f629c817575d6c1c864c1c0ee2519300fe278390660127b2f8a8966caf	sis_97591fa14c65af8727c2e1a7	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_55f97fac87d4075ee455f49e	source_identity_set_reference	grouping_member		sis_243c9cf38576c03bdedd1c3a	vap_ensembl_gene_id	ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8	sis_243c9cf38576c03bdedd1c3a	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_579e5266f493ac8ef4f5eee9	source_identity_set_reference	grouping_member		sis_f95d6976cbb5faf8ae564899	vap_sample_id	ar_6add977aefe38ac43fe9b5beb4279d798a1bc0d2bf16eaba7d7ed82c78ec75a2	sis_f95d6976cbb5faf8ae564899	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_5882106aa616a97acb0b3f6b	source_identity_set_reference	grouping_member		sis_b4283a42c1ea62b32c63d0fa	vap_ensembl_gene_id	ar_1e4ecc84be39c84c56b34460cb6e2e285dc9721d46e3190982516c7f2dc58972	sis_b4283a42c1ea62b32c63d0fa	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_59cbbdcc52c66857dd042057	source_identity_set_reference	grouping_member		sis_60cbca1d8b28fa99825f25fd	vap_variant_id	ar_6add977aefe38ac43fe9b5beb4279d798a1bc0d2bf16eaba7d7ed82c78ec75a2	sis_60cbca1d8b28fa99825f25fd	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_5d67090fd38a23ae65b14929	source_identity_set_reference	grouping_member		sis_082fa77a30bd1439bda84bd7	vap_gene_symbol	ar_3664b859033acdddc0a78213516582dc0ff31251efedd753ebbe0cce05b8d232	sis_082fa77a30bd1439bda84bd7	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_5d9aee81db866526632b041b	source_identity_set_reference	grouping_member		sis_43bc9912546f7b9761627564	vap_gene_symbol	ar_1e4ecc84be39c84c56b34460cb6e2e285dc9721d46e3190982516c7f2dc58972	sis_43bc9912546f7b9761627564	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_5dddcb3f7bb9fea59a56c855	source_identity_set_reference	grouping_member		sis_5ab8d48fe07de67c58a60cf6	vap_gene_symbol	ar_a74d9cf823c5deadeacd8476fae2f325d3c9d7e6861a56fc5dd09007d5927723	sis_5ab8d48fe07de67c58a60cf6	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_5ef3f9076a3ed116b72291a5	source_identity_set_reference	grouping_member		sis_254bfe1980e88faa1fc0a2c0	gsc_phenotype	ar_b1eae61a4cfaac1314915987e13aabb44ad26e5e6bbbb0c30b978fffd5c49a89	sis_254bfe1980e88faa1fc0a2c0	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_5fc3e908d0000caeeeff815c	source_identity_set_reference	grouping_member		sis_c46ad070d052e85f2a294ca7	vap_sample_id	ar_00fc74c5985776c0c8c3299612570496a09a5ba5244734786b1fcce12cb6efc3	sis_c46ad070d052e85f2a294ca7	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_62504098e9c983280ba50eae	source_identity_set_reference	grouping_member		sis_f58bb6cb582fdf7949f1c0ab	vap_gene_symbol	ar_5f506986f6fe4b18d42ff53ed01761f79ac2e3dad4f7f52e42d86e591bc2c0f7	sis_f58bb6cb582fdf7949f1c0ab	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_63c56ac7b3e7a3b3a19195ae	source_identity_set_reference	grouping_member		sis_3fa7319e6b6f88c22490fd61	gsc_phenotype	ar_01023d694b99a14728d9d5686f5d87ca6ee8c55125dcdda3c6565f9df0ef1ecf	sis_3fa7319e6b6f88c22490fd61	mark_phase3_canonical_gsc_epilepsy	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_650e7fd58d175fa47aaf9868	source_identity_set_reference	grouping_member		sis_00bf42133eb3a8423eaa4594	vap_gene_symbol	ar_5a034bc58fa4220b712c8054fe7b7c541004ab6bce64b6ab524df990a81b9ec1	sis_00bf42133eb3a8423eaa4594	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_65309381bef79d037827b71b	source_identity_set_reference	grouping_member		sis_7916885782a4ea0cd95ef59f	vap_sample_id	ar_fccad91cc8c6d833f77ebfef48c19f89ac4a515c7e4592a4c9a1486a8498289b	sis_7916885782a4ea0cd95ef59f	mark_phase3_canonical_vap_hg002	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_66ce6c33df2a0fc9d4e067bc	source_identity_set_reference	grouping_member		sis_dc0f6cc981c7f1e34768b27b	vap_gene_symbol	ar_b0fd3e7e6bb37d97f7629cbb0dd031b3bb12adfa910496b94ac2ddafa5c3d13b	sis_dc0f6cc981c7f1e34768b27b	mark_phase3_canonical_vap_q1_ERR10619212	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_66f499f1ffb65bb79d6c014e	source_identity_set_reference	grouping_member		sis_269e11d4583e34254693ec1a	vap_variant_id	ar_f83d0499b1443ad19e3a1cf64763954b6b470ab85c82f3e474fcc0e3c6fc98a8	sis_269e11d4583e34254693ec1a	mark_phase3_canonical_vap_median_ERR10619300	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
topology_rel_413096b09b334a83cd999e0a	topology_basis_6744033cd8ad3151c287ef6e	source_identity_set_reference	grouping_member		sis_b163b3c93fd2f0d679c92893	vap_variant_id	ar_5a034bc58fa4220b712c8054fe7b7c541004ab6bce64b6ab524df990a81b9ec1	sis_b163b3c93fd2f0d679c92893	mark_phase3_canonical_vap_q3_ERR10619225	mark_phase4_corpus_6tep_v1	resolved	not_applicable	not_applicable	lossless_by_reference	passed
